pose_idx,j1_deg,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,chassis_z_m,droll_deg,dpitch_deg,dz_chassis_m,max_hub_lift_m,physics_tipped,converged
4370,-77.758,139.863,50.016,20.799,139.863,-129.984,-159.201,-77.734,139.866,49.876,20.803,0.140,-0.0001,-4.2718,4.4301,-1.6401,4.2712,-4.4291,1.6377,0.074990,0.256733,0.068813,-0.275119,0.231979,0.005694,0.280879,-0.102877,0.216471,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4371,-137.222,-149.696,-56.712,90.165,-149.696,123.288,-89.835,-137.206,-149.642,-56.721,90.167,0.054,0.0011,-5.1609,4.6716,-0.8436,5.1519,-4.6735,0.8420,0.181548,0.281054,-0.568950,-0.310694,-0.181586,-0.055399,-0.308359,-0.111217,-0.421586,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4372,4.335,70.989,153.204,51.203,70.989,-26.796,-128.797,4.310,70.741,153.180,51.203,0.248,0.0161,8.3261,4.5949,0.1728,-8.3015,-4.5943,-0.1791,0.394594,0.200610,0.264499,0.117227,0.340239,0.321597,0.538934,0.333469,0.413255,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4373,-120.372,168.724,-135.901,36.656,168.724,44.099,-143.344,-120.312,168.961,-135.845,36.655,0.237,-0.0024,-15.6820,-4.5035,0.6589,15.6681,4.5074,-0.6675,0.242862,-0.167823,-0.115579,-0.352921,0.070366,-0.592453,-0.084138,-0.548201,0.034090,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4374,32.593,26.514,-119.232,-12.852,26.514,60.768,167.148,32.556,26.482,-119.266,-12.851,0.038,-0.0061,9.9536,-0.2198,-0.5106,-9.9643,0.2191,0.5111,0.261962,0.105949,0.176381,0.322018,0.160652,0.335533,0.445370,0.301650,0.323764,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4375,-118.909,-101.766,-23.822,-3.200,-101.766,156.178,176.800,-119.018,-101.747,-23.954,-3.198,0.132,0.0002,0.0804,2.3985,-1.1959,-0.0702,-2.3909,1.1928,0.129599,0.381960,-0.366330,-0.073383,-0.352306,0.092497,-0.120506,0.013415,-0.218904,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4376,80.494,179.551,-77.881,-22.216,179.551,102.119,157.784,80.437,179.586,-77.860,-22.217,0.057,0.0010,-9.7828,1.5980,0.3468,9.7859,-1.5942,-0.3485,0.109763,0.643091,-0.299588,-0.359856,0.002818,-0.302196,-0.276328,-0.279094,-0.152222,179.999,-0.000,-0.032928,-0.001,-0.000,0.000000,0.000002,False,True
4377,-109.713,-117.116,41.664,89.264,-117.116,-138.336,-90.736,-109.692,-117.040,41.600,89.260,0.077,0.0003,-4.8666,0.3008,1.8487,4.8849,-0.3023,-1.8491,0.134697,0.250288,-0.161717,-0.164026,-0.320312,-0.235624,-0.044412,-0.113036,-0.014275,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4378,142.663,-59.199,145.909,27.624,-59.199,-34.091,-152.376,142.698,-59.198,145.927,27.626,0.036,-0.0000,4.6897,-1.1364,-0.7851,-4.6893,1.1381,0.7846,-0.021649,0.357106,-0.625902,0.184272,-0.309109,0.167911,-0.593678,0.115895,-0.478654,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4379,-170.565,-118.058,-3.229,56.073,-118.058,176.771,-123.927,-170.609,-118.063,-3.238,56.071,0.044,0.0000,-1.3563,3.9971,0.7979,1.3566,-3.9962,-0.7983,0.086831,0.406922,-0.335859,-0.169267,-0.317574,-0.021242,-0.073985,0.031682,-0.188593,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4380,7.919,-12.775,19.393,-92.560,-12.775,-160.607,87.440,7.944,-12.831,19.402,-92.561,0.056,-0.0004,5.1135,-5.9841,0.1335,-5.1164,5.9822,-0.1347,0.152374,0.297981,-0.385692,0.350959,-0.079577,0.067819,-0.112428,0.076752,-0.238349,-180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4381,-64.762,-29.205,-27.672,70.485,-29.205,152.328,-109.515,-64.793,-29.345,-27.666,70.481,0.141,-0.0001,8.4208,-1.5013,1.8521,-8.4194,1.5143,-1.8507,0.318091,0.541854,-0.055094,0.314122,-0.175590,0.158364,0.063128,0.281057,0.092831,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4382,-98.972,-3.153,74.725,-16.472,-3.153,-105.275,163.528,-98.988,-3.203,74.853,-16.475,0.128,0.0003,10.5124,-0.8518,1.0877,-10.5060,0.8572,-1.0895,0.189441,0.693504,-0.334253,0.359322,-0.019795,0.269216,-0.290217,0.341444,-0.186684,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000001,False,True
4383,-10.223,154.074,-143.752,47.432,154.074,36.248,-132.568,-10.197,154.386,-143.699,47.430,0.312,0.0115,-15.3096,-5.0464,1.0061,15.2775,5.0424,-1.0160,-0.438039,0.408021,0.062700,-0.323650,0.157337,-0.604076,0.106264,-0.536721,0.213032,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4384,123.127,-7.803,-162.508,-91.995,-7.803,17.492,88.005,123.178,-8.318,-162.484,-91.994,0.515,-0.0393,17.1569,5.8659,-0.2353,-17.0903,-5.8152,0.2549,-0.410448,0.004521,-0.028483,0.356535,-0.048860,0.637508,-0.000887,0.620606,0.124215,179.998,-0.003,-0.032925,-0.002,-0.003,0.000003,0.000016,False,True
4385,149.500,5.265,50.882,78.775,5.265,-129.118,-101.225,149.517,5.234,50.921,78.778,0.039,-0.0009,6.5600,-4.7760,-1.3451,-6.5574,4.7750,1.3446,-0.016027,0.372596,-0.261767,0.358349,0.033025,0.199565,-0.203692,0.110423,-0.114306,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4386,-70.830,139.206,12.556,31.969,139.206,-167.444,-148.031,-70.789,139.286,12.459,31.973,0.097,-0.0001,-5.1036,3.5253,-1.9005,5.0906,-3.5250,1.9001,0.034947,0.225084,-0.055612,-0.272441,0.235118,-0.021325,0.100256,-0.147295,0.092041,-180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
4387,-124.472,114.393,-33.351,-8.500,114.393,146.649,171.500,-124.493,114.393,-33.293,-8.501,0.058,0.0001,-5.0834,-0.3836,0.5695,5.0876,0.3876,-0.5713,0.173686,0.222442,0.019368,-0.148622,0.327744,-0.193007,0.046182,-0.155134,0.166605,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4388,79.251,-93.700,-59.763,-39.288,-93.700,120.237,140.712,79.294,-93.783,-59.844,-39.284,0.083,-0.0006,2.9443,3.6586,-1.8598,-2.9176,-3.6521,1.8572,0.050667,0.259430,-0.351485,-0.023223,-0.359117,0.231785,-0.231767,0.108660,-0.203905,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4389,29.520,-175.347,-161.349,-37.795,-175.347,18.651,142.205,29.517,-174.984,-161.463,-37.799,0.362,0.0507,-15.2242,-3.8269,1.8548,15.1550,3.8121,-1.8436,-0.257917,0.710459,-0.323633,-0.358681,-0.029195,-0.620466,-0.141959,-0.498244,-0.173548,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
4390,-107.634,46.620,65.000,-39.320,46.620,-115.000,140.680,-107.669,46.533,65.044,-39.322,0.087,0.0007,10.6760,2.8451,0.5806,-10.6643,-2.8479,-0.5789,0.139259,0.752564,-0.030877,0.247170,0.261556,0.352192,-0.003430,0.390573,0.116832,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4391,93.706,124.146,-28.272,-73.795,124.146,151.728,106.205,93.694,124.168,-28.303,-73.799,0.031,0.0000,-3.9977,2.3943,1.7647,3.9931,-2.3947,-1.7645,0.089133,0.426906,-0.085595,-0.201994,0.297830,-0.172822,0.014288,-0.055842,0.061740,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,-0.000000,False,True
4392,6.815,19.026,-19.704,-7.238,19.026,160.296,172.762,6.811,18.938,-19.504,-7.242,0.200,0.0001,6.4947,-4.2725,1.8870,-6.4871,4.2716,-1.8860,0.247440,0.254404,-0.044765,0.340208,0.117316,0.055189,0.120686,0.180224,0.103301,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4393,55.222,-103.976,141.640,-9.303,-103.976,-38.360,170.697,55.181,-103.778,141.792,-9.306,0.198,-0.0001,-5.9014,-3.1846,1.6711,5.9478,3.1992,-1.6756,0.011061,0.544621,-0.611638,-0.086915,-0.349214,-0.312555,-0.523380,-0.201469,-0.463414,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
4394,-50.638,86.888,85.517,-17.613,86.888,-94.483,162.387,-50.600,86.829,85.303,-17.609,0.214,-0.0110,4.9777,4.3739,-1.7185,-4.9990,-4.3812,1.7228,0.276553,0.433450,0.227375,0.019538,0.359336,0.302076,0.321663,0.187859,0.375428,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4395,-21.925,61.034,-101.000,40.619,61.034,79.000,-139.381,-21.926,61.048,-100.808,40.615,0.192,-0.0001,2.6772,-2.8310,1.9041,-2.6958,2.8156,-1.9040,0.182098,0.333394,0.351853,0.174279,0.314851,-0.044181,0.497942,0.082049,0.499380,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4396,-115.077,23.412,56.580,-16.037,23.412,-123.420,163.963,-115.094,23.360,56.674,-16.039,0.094,-0.0104,10.2368,-0.2307,0.8364,-10.2093,0.2341,-0.8361,0.094611,0.700366,-0.171817,0.330241,0.142988,0.280703,-0.137713,0.336132,-0.024295,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
4397,92.346,130.801,-132.388,-82.199,130.801,47.612,97.801,92.301,131.057,-132.405,-82.200,0.256,-0.0364,-13.4354,-5.9484,0.2153,13.3859,5.9496,-0.2061,0.248812,0.847993,0.005414,-0.235150,0.272413,-0.520079,0.280308,-0.506415,0.154812,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4398,-123.476,102.327,-110.137,70.412,102.327,69.863,-109.588,-123.536,102.484,-110.073,70.410,0.157,0.0008,-7.6996,-5.2363,0.8694,7.6543,5.2247,-0.8762,0.209303,0.078487,0.354080,-0.076830,0.351570,-0.359225,0.390302,-0.301134,0.502381,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4399,100.189,60.463,77.094,-14.980,60.463,-102.906,165.020,100.231,60.436,76.967,-14.978,0.127,-0.0008,9.1283,3.5129,-1.0212,-9.1294,-3.5190,1.0252,-0.084850,0.098621,0.079419,0.177411,0.313097,0.387753,0.120735,0.319783,0.227112,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4400,107.283,59.313,-134.679,31.057,59.313,45.321,-148.943,107.334,59.304,-134.566,31.054,0.114,0.0035,5.6018,-0.2034,1.3650,-5.6148,0.1932,-1.3626,-0.046723,0.218877,0.349857,0.183657,0.309475,0.111645,0.585267,0.201979,0.497086,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
4401,88.776,58.393,-79.130,85.979,58.393,100.870,-94.021,88.780,58.431,-79.097,85.978,0.038,0.0006,1.0100,-4.9621,0.7980,-1.0027,4.9616,-0.7974,0.074528,0.396795,0.374679,0.188603,0.306485,-0.077969,0.407413,-0.025103,0.522047,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4402,-173.008,9.059,143.302,53.483,9.059,-36.698,-126.517,-172.992,8.766,143.447,53.487,0.293,-0.0002,14.9885,3.7345,-1.7168,-14.9801,-3.7416,1.7137,-0.331851,0.606533,-0.279989,0.355378,0.056664,0.607891,-0.075566,0.494278,-0.130596,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
4403,-81.672,-12.988,85.794,7.760,-12.988,-94.206,-172.240,-81.717,-13.010,85.827,7.759,0.045,0.0190,9.6513,-1.4873,0.3026,-9.5810,1.5083,-0.3121,0.258986,0.603067,-0.376022,0.350660,-0.080880,0.266398,-0.353180,0.287091,-0.228649,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
4404,-11.398,75.456,154.605,9.004,75.456,-25.395,-170.996,-11.408,75.258,154.566,9.007,0.198,0.0497,5.8773,2.9852,-0.9847,-5.8323,-2.9744,0.9788,0.303188,0.302492,0.310573,0.090370,0.348336,0.273355,0.566885,0.208462,0.458603,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4405,34.396,39.778,137.460,69.906,39.778,-42.540,-110.094,34.406,39.488,137.537,69.908,0.290,-0.0078,14.1914,5.4046,-0.7467,-14.1574,-5.4113,0.7396,0.380438,-0.067784,-0.049301,0.276568,0.230248,0.561276,0.216513,0.512244,0.100187,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
4406,150.920,-3.607,-67.471,64.726,-3.607,112.529,-115.274,150.947,-3.736,-67.378,64.722,0.129,0.0101,11.3112,-0.0940,1.9005,-11.2534,0.1044,-1.8925,-0.292932,0.324529,0.084970,0.359154,-0.022640,0.266724,0.246996,0.392187,0.233030,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4407,-44.782,-134.402,47.656,-64.269,-134.402,-132.344,115.731,-44.811,-134.228,47.611,-64.266,0.174,0.0302,-10.0463,-2.0376,-1.6775,9.9779,2.0152,1.6657,-0.225535,0.165361,-0.181973,-0.251794,-0.257107,-0.267974,0.027472,-0.378401,-0.033699,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4408,135.008,72.694,-43.670,25.300,72.694,136.330,-154.700,134.980,72.703,-43.557,25.298,0.113,0.0000,-0.8886,-4.2716,1.1073,0.8889,4.2742,-1.1105,0.145439,0.422933,0.160243,0.107049,0.343577,-0.142191,0.205279,-0.068571,0.307827,180.000,0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
4409,-121.165,52.559,70.958,73.143,52.559,-109.042,-106.857,-121.185,52.477,71.011,73.147,0.082,-0.0008,8.5052,1.5730,-1.8245,-8.4947,-1.5762,1.8242,0.076338,0.619045,-0.135671,0.218777,0.285729,0.376171,0.048086,0.255232,0.011894,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4410,-46.339,-56.791,-54.555,60.661,-56.791,125.445,-119.339,-46.390,-56.975,-54.511,60.659,0.184,-0.0022,9.6631,3.4590,1.2031,-9.6810,-3.4480,-1.2064,0.451194,0.509601,-0.281579,0.197100,-0.301092,0.300854,-0.035607,0.380837,-0.133273,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4411,-161.178,-51.724,-179.526,-75.057,-51.724,0.474,104.943,-161.061,-52.115,-179.649,-75.059,0.392,0.1265,12.3070,5.0861,1.1282,-12.0316,-4.9819,-1.1274,-0.255398,0.677469,-0.554101,0.222922,-0.282507,0.401336,-0.504803,0.476082,-0.403072,-179.995,-0.003,-0.032916,0.005,-0.003,0.000011,0.000037,False,True
4412,87.296,-91.180,-146.182,-12.861,-91.180,33.818,167.139,87.459,-91.337,-146.208,-12.860,0.163,-0.0007,2.4075,2.6681,-0.6394,-2.4426,-2.6769,0.6443,0.038299,0.273429,-0.628587,-0.007411,-0.359791,0.146318,-0.599821,0.103606,-0.481029,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000001,False,True
4413,-125.765,166.289,97.564,3.647,166.289,-82.436,-176.353,-125.777,166.303,97.555,3.647,0.013,0.0002,-10.4811,0.5760,-0.0829,10.4799,-0.5763,0.0830,0.226789,0.062027,0.095271,-0.349613,0.085294,-0.319096,0.368695,-0.324601,0.242577,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4414,-87.473,129.672,-149.758,-48.438,129.672,30.242,131.562,-87.427,129.944,-149.806,-48.440,0.271,-0.0014,-12.4054,-5.0911,0.7052,12.3516,5.0864,-0.6971,-0.033363,-0.071635,0.108239,-0.229739,0.276992,-0.497441,0.374881,-0.451224,0.257408,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
4415,99.084,21.978,35.792,35.900,21.978,-144.208,-144.100,99.122,21.919,35.795,35.900,0.059,-0.0025,7.1487,-3.4088,-0.1202,-7.1473,3.4061,0.1219,-0.011680,0.224354,-0.127872,0.333716,0.134678,0.181698,-0.106439,0.173618,0.019540,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4416,12.498,-35.405,128.800,-4.755,-35.405,-51.200,175.245,12.605,-35.437,128.803,-4.755,0.107,-0.0012,9.6815,0.4081,0.0460,-9.6858,-0.4099,-0.0452,0.349126,0.171203,-0.514227,0.293320,-0.208489,0.310202,-0.493028,0.313196,-0.366825,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
4417,-174.970,85.257,86.796,-40.498,85.257,-93.204,139.502,-174.987,85.184,86.667,-40.495,0.130,0.0043,5.7976,4.8400,-1.2584,-5.7768,-4.8358,1.2631,-0.097241,0.485019,0.265725,0.029756,0.358635,0.312057,0.319229,0.228318,0.413695,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4418,-179.195,9.982,-31.162,-32.627,9.982,148.838,147.373,-179.193,9.947,-31.100,-32.630,0.062,-0.0001,6.5916,-4.6184,1.1251,-6.5905,4.6176,-1.1244,-0.043712,0.448405,-0.084052,0.354419,0.062380,0.088635,0.165364,0.163179,0.063485,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4419,3.838,171.306,-104.902,71.334,171.306,75.098,-108.666,3.822,171.546,-104.983,71.337,0.240,-0.1163,-15.0392,-3.8367,-1.4060,15.1238,3.8742,1.4092,-0.434148,0.546343,-0.271210,-0.355733,0.054394,-0.469830,-0.206812,-0.563255,-0.121914,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
4420,-70.216,-160.156,152.113,73.240,-160.156,-27.887,-106.760,-70.185,-159.691,152.020,73.238,0.465,-0.0011,-16.0104,-5.3238,0.7882,16.0033,5.2987,-0.7988,-0.227768,-0.103206,-0.119224,-0.338498,-0.122161,-0.620734,-0.082283,-0.567778,0.032311,179.989,-0.008,-0.032896,-0.011,-0.008,0.000032,0.000072,False,True
4421,-115.088,-167.657,23.904,62.475,-167.657,-156.096,-117.525,-115.059,-167.607,23.892,62.474,0.051,-0.0005,-5.8618,5.2540,0.2900,5.8623,-5.2551,-0.2887,0.143883,0.264240,-0.180540,-0.351549,-0.076926,-0.121672,0.091607,-0.102529,-0.033171,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4422,40.894,24.700,-34.049,82.774,24.700,145.951,-97.226,40.884,24.666,-34.044,82.773,0.034,0.0001,4.8110,-5.5317,0.5443,-4.8061,5.5330,-0.5432,0.111507,0.274700,0.170375,0.326942,0.150376,0.045690,0.196679,0.081702,0.317672,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4423,-97.763,-106.819,159.141,90.461,-106.819,-20.859,-89.539,-97.739,-106.457,159.398,90.464,0.363,0.0000,-8.4883,-5.2504,-1.5295,8.5733,5.2803,1.5164,0.061090,-0.012361,-0.644542,-0.104130,-0.344473,-0.278355,-0.570067,-0.378884,-0.493713,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
4424,33.195,37.549,-102.594,-1.634,37.549,77.406,178.366,33.153,37.567,-102.511,-1.636,0.083,0.0020,7.1707,-1.8502,0.7565,-7.1783,1.8444,-0.7538,0.205339,0.172800,0.214554,0.285312,0.219320,0.165049,0.477745,0.215025,0.361821,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4425,-43.464,101.312,-20.779,-80.659,101.312,159.221,99.341,-43.471,101.294,-20.829,-80.664,0.051,-0.0000,-1.3447,0.8846,1.9042,1.3410,-0.8914,-1.9041,0.120872,0.335377,-0.075867,-0.070590,0.352876,-0.117470,0.071719,0.008768,0.071442,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4426,-112.771,-130.280,-140.888,60.014,-130.280,39.112,-119.986,-112.678,-130.105,-140.940,60.018,0.175,0.0781,-9.0366,-1.7273,-1.6343,9.1128,1.7551,1.6295,0.156862,0.020346,-0.642390,-0.232665,-0.274539,-0.238475,-0.559518,-0.346507,-0.494210,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4427,-130.282,-21.381,-135.043,26.686,-21.381,44.957,-153.314,-130.268,-21.722,-135.165,26.689,0.341,-0.0023,15.0065,4.4351,-1.2294,-15.0239,-4.4268,1.2173,-0.059541,0.853433,-0.265034,0.335100,-0.131196,0.596347,-0.017191,0.515646,-0.114266,-179.987,0.003,-0.032907,0.013,0.003,0.000021,0.000053,False,True
4428,-94.730,67.920,-36.505,-23.897,67.920,143.495,156.103,-94.778,67.891,-36.359,-23.901,0.146,0.0002,0.9222,-3.3624,1.8875,-0.9103,3.3676,-1.8878,0.135877,0.371352,0.053877,0.135274,0.333475,-0.107983,0.184904,0.017170,0.201421,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
4429,-169.260,120.191,71.878,95.107,120.191,-108.122,-84.893,-169.252,120.135,71.825,95.106,0.056,0.0001,0.8718,6.5838,0.5586,-0.8612,-6.5842,-0.5623,-0.002325,0.458007,0.102394,-0.180971,0.311053,0.097768,0.370650,0.135045,0.250041,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4430,-69.074,-1.316,-57.998,-32.263,-1.316,122.002,147.737,-69.092,-1.342,-57.994,-32.263,0.026,-0.0021,8.1892,-3.1944,-0.0535,-8.1824,3.1950,0.0524,0.259209,0.503496,-0.036662,0.359772,-0.008266,0.214309,0.236862,0.210834,0.110672,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4431,144.704,-105.785,68.255,81.527,-105.785,-111.745,-98.473,144.637,-105.631,68.208,81.524,0.153,-0.0167,-6.5996,-3.5285,1.3683,6.6095,3.5138,-1.3698,0.312151,0.461495,-0.232712,-0.097892,-0.346297,-0.323940,-0.172660,-0.233128,-0.084972,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4432,119.290,30.888,109.869,18.517,30.888,-70.131,-161.483,119.334,30.810,109.760,18.521,0.108,0.0720,12.8830,3.0085,-1.7955,-12.7546,-2.9883,1.7809,-0.229093,0.111962,-0.098882,0.308829,0.184741,0.529581,0.004419,0.411513,0.049096,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4433,-46.079,-16.374,135.928,-92.672,-16.374,-44.072,87.328,-46.195,-16.688,135.941,-92.675,0.314,0.2147,15.6501,4.7288,1.7051,-15.6546,-4.7358,-1.6984,0.643766,0.608595,-0.442750,0.345272,-0.101448,0.485866,-0.349400,0.598462,-0.292320,-180.000,-0.000,-0.032927,0.000,-0.000,0.000001,0.000002,False,True
4434,27.300,97.893,-163.901,72.067,97.893,16.099,-107.933,27.320,97.958,-163.984,72.063,0.083,0.0022,-2.1698,-0.6030,1.8938,2.1732,0.6104,-1.8935,0.046925,0.367754,0.482899,-0.049419,0.356458,-0.165319,0.616870,-0.039787,0.630195,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4435,24.250,20.007,98.543,52.442,20.007,-81.457,-127.558,24.302,19.891,98.579,52.447,0.116,-0.0120,11.7718,1.0579,-1.8825,-11.7561,-1.0625,1.8807,0.331996,0.099501,-0.255424,0.338149,0.123125,0.474379,-0.127251,0.349698,-0.107488,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
4436,118.346,-79.408,-127.029,28.498,-79.408,52.971,-151.502,118.391,-79.582,-127.220,28.502,0.191,-0.0009,5.6613,3.5967,-1.9039,-5.7031,-3.6112,1.9029,-0.065408,0.255178,-0.633426,0.066150,-0.353735,0.321382,-0.480637,0.195225,-0.485176,-180.000,0.000,-0.032928,0.000,-0.000,-0.000000,0.000001,False,True
4437,-94.936,91.581,71.374,22.917,91.581,-108.626,-157.083,-94.924,91.560,71.229,22.922,0.145,-0.0003,3.6713,3.9881,-1.8943,-3.6793,-3.9934,1.8941,0.164134,0.487306,0.115609,-0.009932,0.359730,0.262588,0.276183,0.137013,0.263265,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
4438,-73.301,6.389,-46.202,-56.233,6.389,133.798,123.767,-73.315,6.356,-46.193,-56.232,0.033,-0.0001,6.3824,-4.9302,-0.2015,-6.3789,4.9308,0.2005,0.198973,0.445202,-0.050322,0.357632,0.040045,0.138682,0.222549,0.125387,0.097013,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4439,-71.357,-116.083,74.806,-57.103,-116.083,-105.194,122.897,-71.383,-115.863,74.798,-57.102,0.220,-0.0623,-9.8679,-4.9202,-0.2667,9.9091,4.9054,0.2775,-0.110242,0.031677,-0.408747,-0.158225,-0.323217,-0.372438,-0.135174,-0.390836,-0.260064,-180.000,0.000,-0.032927,0.000,0.000,0.000000,0.000001,False,True
4440,-165.287,22.706,-103.023,-94.166,22.706,76.977,85.834,-165.308,22.671,-102.793,-94.161,0.231,-0.0192,7.6407,-2.9360,-1.9044,-7.5673,2.9311,1.8953,-0.014157,0.477017,0.259724,0.331977,0.138910,0.284035,0.419888,0.158382,0.407751,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
4441,-66.712,161.395,52.197,-69.173,161.395,-127.803,110.827,-66.679,161.443,52.146,-69.169,0.051,-0.0055,-7.2291,3.5790,-1.5524,7.2047,-3.5810,1.5486,-0.013982,0.186361,0.198444,-0.341061,0.114811,-0.103624,0.272516,-0.206293,0.345967,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4442,136.049,73.986,-134.815,-32.704,73.986,45.185,147.296,136.081,74.078,-134.806,-32.703,0.092,0.0008,0.0084,-3.1219,-0.1155,-0.0207,3.1189,0.1173,0.128202,0.413332,0.321464,0.099278,0.345902,-0.039654,0.594789,-0.047433,0.468791,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
4443,148.316,-72.431,-118.892,8.145,-72.431,61.108,-171.855,148.332,-72.580,-119.108,8.149,0.216,0.0415,7.5441,4.1359,-1.9028,-7.5722,-4.1370,1.9012,-0.162757,0.336308,-0.540533,0.108629,-0.343080,0.388120,-0.399042,0.262076,-0.392045,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
4444,-140.531,75.914,41.206,-73.838,75.914,-138.794,106.162,-140.553,75.804,41.208,-73.841,0.110,0.0036,6.9861,4.1872,1.3906,-6.9631,-4.1934,-1.3862,-0.036197,0.643072,0.034081,0.087582,0.349047,0.217521,0.095349,0.309420,0.181897,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
